function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
RXN-12381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12391	7718.84	9063.42	8699.06	5726.61	6872.11	8819.550000000001	7776.69	6297.37	1352.64	2074.25	2270.58	1443.5800000000002	2270.25	656.03	1100.1699999999998	2004.07	836.74	317.9	443.78	663.47	502.88	1695.25	3722.21	3643.66	4765.08	1110.67	633.26	1178.98	865.9100000000001	1470.34	713.5400000000001	2576.71	2661.98	4295.59
RXN-12392	8400.23	9287.42	10288.96	7746.12	8483.439999999999	9889.63	8359.68	7167.18	1340.67	2238.24	2620.7	1750.78	2568.5	716.4300000000001	1240.1699999999998	2379.4700000000003	972.15	390.5	464.07	755.44	651.5799999999999	1676.0	4426.3	4696.88	5485.21	1378.5	767.26	1206.88	978.81	1592.94	813.24	3324.11	3088.6800000000003	4670.79
RXN-12398	21557.29	42537.25	42443.03	27579.98	28728.04	26384.74	21242.9	26696.88	773.46	2210.4700000000003	3016.8900000000003	2172.62	2210.5	803.2	799.0	2571.19	3576.87	95.99	347.03	917.37	770.0	6975.5	3394.75	4485.92	3885.6100000000006	1511.47	912.84	3397.5	1217.84	2170.16	876.6700000000001	2205.34	2484.5	10171.67
RXN-12399	21557.29	42537.25	42443.03	27579.98	28728.04	26384.74	21242.9	26696.88	773.46	2210.4700000000003	3016.8900000000003	2172.62	2210.5	803.2	799.0	2571.19	3576.87	95.99	347.03	917.37	770.0	6975.5	3394.75	4485.92	3885.6100000000006	1511.47	912.84	3397.5	1217.84	2170.16	876.6700000000001	2205.34	2484.5	10171.67
RXN-12400	21557.29	42537.25	42443.03	27579.98	28728.04	26384.74	21242.9	26696.88	773.46	2210.4700000000003	3016.8900000000003	2172.62	2210.5	803.2	799.0	2571.19	3576.87	95.99	347.03	917.37	770.0	6975.5	3394.75	4485.92	3885.6100000000006	1511.47	912.84	3397.5	1217.84	2170.16	876.6700000000001	2205.34	2484.5	10171.67
RXN-12402	5553.54	10088.25	8910.0	5813.91	5657.41	6375.33	5499.63	7302.88	114.79	146.79	913.26	366.6	13.5	185.6	139.43	210.0	1001.58	3.0	44.58	215.71	148.0	1706.25	365.33	194.25	830.52	12.29	27.0	10.0	13.0	16.0	22.0	52.75	37.0	310.0
RXN-1241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1046.6	287.6	1549.0	539.0	50.0	63.0	322.0	37.67	0.0	398.4	60.0	364.0	236.33	0.0	841.0	611.6700000000001	698.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12410	0.0	2.25	0.0	1.0	1.75	0.0	1.75	3.25	126.25	281.43999999999994	429.08	542.02	48.0	97.0	112.0	147.5	0.75	13.0	35.730000000000004	139.5	111.0	0.5	424.5	1116.0	912.76	5.0	0.0	0.0	11.0	4.0	10.0	60.0	65.0	128.0
RXN-12411	0.0	2.25	0.0	1.0	1.75	0.0	1.75	3.25	126.25	281.43999999999994	429.08	542.02	48.0	97.0	112.0	147.5	0.75	13.0	35.730000000000004	139.5	111.0	0.5	424.5	1116.0	912.76	5.0	0.0	0.0	11.0	4.0	10.0	60.0	65.0	128.0
RXN-12414	0.0	2.25	0.0	1.0	1.75	0.0	1.75	3.25	126.25	281.43999999999994	429.08	542.02	48.0	97.0	112.0	147.5	0.75	13.0	35.730000000000004	139.5	111.0	0.5	424.5	1116.0	912.76	5.0	0.0	0.0	11.0	4.0	10.0	60.0	65.0	128.0
RXN-12423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12430	39.0	161.0	213.0	289.46000000000004	111.88	5.0	191.0	245.0	929.05	237.8	220.94	730.11	456.6	22.78	43.63	315.07	41.0	340.8	60.0	61.4	216.53	30.0	309.21000000000004	826.07	430.67	13.6	109.6	38.0	135.6	113.8	96.2	781.7	380.6	385.2
RXN-12444	1019.33	1087.0	730.5	457.33	766.83	815.5	1185.0	594.0	1410.4699999999998	1280.0	3217.64	721.69	98.0	499.76	1141.29	176.42	68.0	547.3	369.2	826.0	386.33	239.0	3696.62	1445.17	3285.74	37.0	21.0	26.0	14.0	45.0	19.0	14.0	36.0	10.0
RXN-12445	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	26.5	67.5	35.5	65.5	0.0	7.0	0.0	0.0	41.0	5.0	14.0	12.0	17.0	6.0	25.0	51.0	96.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12446	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.7	44.2	60.47	117.9	237.6	9.4	25.53	88.4	0.0	4.4	22.0	34.4	35.370000000000005	0.0	134.17000000000002	193.4	93.5	3.6	101.6	17.0	94.6	95.8	89.2	705.2	344.6	268.2
RXN-12448	6732.72	7973.5	7575.8	5191.54	6363.79	7663.08	6925.91	5691.56	7443.34	3476.09	6066.179999999999	4010.94	2287.79	1103.16	2255.9	1746.16	820.63	2652.69	829.0	1676.5	1520.81	1424.25	8276.65	6767.910000000001	10010.28	1170.6	828.29	350.89	906.84	795.71	720.8000000000001	3425.74	2621.69	2087.88
RXN-12458	4549.84	6388.42	7001.23	5201.44	5601.11	5541.549999999999	4514.6900000000005	4138.54	2883.21	2874.58	2805.2	2382.5	2604.67	1003.74	1609.46	2678.95	548.9100000000001	994.7	718.1099999999999	857.97	784.5400000000001	1115.25	5844.99	5960.89	7630.82	1382.77	722.59	1495.15	1105.24	1595.01	837.3700000000001	2864.3900000000003	3020.15	4847.75
RXN-12460	5531.84	7018.92	7266.23	5283.44	6060.11	6439.549999999999	5501.6900000000005	4282.54	3597.41	3278.38	2897.53	2432.1	2625.67	1130.24	1797.32	2859.2	564.9100000000001	1254.77	819.6399999999999	914.97	810.0400000000001	1285.25	6419.01	6457.39	8179.15	1382.77	715.59	1494.15	1091.91	1591.34	837.3700000000001	2861.0600000000004	3028.48	4850.75
RXN-12462	2849.6800000000003	2131.42	2873.0	2335.83	2842.08	3537.1400000000003	2616.28	1648.85	1566.15	1790.1	619.8	872.4200000000001	2408.74	523.99	693.5	1420.88	189.22000000000003	517.9000000000001	398.08	264.0	266.17	416.0	2528.41	3155.65	4418.53	1209.5700000000002	429.3200000000001	757.8199999999999	930.14	1433.21	695.5	2215.09	2901.55	2217.38
RXN-12463	2849.6800000000003	2131.42	2873.0	2335.83	2842.08	3537.1400000000003	2616.28	1648.85	1566.15	1790.1	619.8	872.4200000000001	2408.74	523.99	693.5	1420.88	189.22000000000003	517.9000000000001	398.08	264.0	266.17	416.0	2528.41	3155.65	4418.53	1209.5700000000002	429.3200000000001	757.8199999999999	930.14	1433.21	695.5	2215.09	2901.55	2217.38
RXN-12466	79.0	95.5	31.0	53.0	39.0	35.0	29.0	62.0	802.53	908.96	120.83	151.93	230.0	144.32999999999998	243.86	244.92	18.0	314.9	206.2	64.67	57.0	18.0	831.19	626.3299999999999	1056.16	206.0	64.0	82.0	107.0	44.0	104.0	200.0	258.0	52.0
RXN-12469	79.0	95.5	31.0	53.0	39.0	35.0	29.0	62.0	802.53	908.96	120.83	151.93	230.0	144.32999999999998	243.86	244.92	18.0	314.9	206.2	64.67	57.0	18.0	831.19	626.3299999999999	1056.16	206.0	64.0	82.0	107.0	44.0	104.0	200.0	258.0	52.0
RXN-12472	2695.9300000000003	2001.92	2808.0	2271.33	2803.08	3491.4700000000003	2584.28	1363.85	640.6200000000001	1105.64	1732.97	448.91	688.24	600.66	1089.64	949.84	163.55	178.0	375.13	506.83	176.84	392.0	3702.82	2206.8	3520.37	370.5700000000001	268.32	429.82	363.14	342.21	239.5	657.09	768.3499999999999	920.58
RXN-12480	2218.09	4484.25	4765.33	3526.5400000000004	3262.61	2709.38	2242.69	2797.04	264.01	586.9300000000001	502.46	681.3	581.58	146.97	255.33	847.6700000000001	400.44	77.0	102.53	178.07	170.67000000000002	713.75	973.03	1903.84	1068.79	356.6	238.67	839.83	297.67	574.3299999999999	232.17	592.27	682.83	2878.17
RXN-12481	152.0	443.5	605.0	607.0	516.0	258.67	113.0	396.0	1695.8	1021.23	218.97	482.98	414.0	152.38	261.29	447.42	35.67	632.97	226.53	100.0	150.32999999999998	88.0	1003.07	1248.17	1545.83	206.0	64.0	82.0	113.0	44.0	104.0	222.0	263.0	55.0
RXN-12484	0.0	0.0	0.0	0.0	5.0	12.0	15.0	0.0	8.5	11.0	0.0	37.0	0.0	0.0	6.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	27.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12490	379.75	329.25	264.0	270.75	156.75	108.75	466.5	556.25	4130.03	1262.03	3709.78	2017.31	438.0	236.76	813.19	413.93	89.0	1498.97	242.33	879.0	735.49	56.75	2553.14	3029.9300000000003	2726.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.58	517.5799999999999	453.5	675.0	18.0	156.0	169.0	96.25	0.0	210.5	117.5	132.5	310.0	0.0	682.5	1049.5	1664.67	526.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
RXN-12518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	501.5	480.0	1427.83	170.0	0.0	65.5	383.0	70.25	0.0	241.17	98.33	304.0	137.0	0.0	930.83	257.0	671.8299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12519	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	1643.1	258.1	1593.5	613.5	52.0	49.0	304.0	13.0	41.0	554.4	63.0	357.0	288.0	6.0	885.0	80.0	493.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12521	104.5	198.5	63.0	54.5	57.0	111.0	294.0	277.5	2181.37	779.8700000000001	1665.14	822.21	62.0	87.88	391.43	81.25	41.0	840.3	156.0	391.0	339.0	18.5	1254.38	394.0	1040.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12545	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12558	223.0	76.0	89.0	42.0	29.0	458.0	201.0	92.0	28.0	83.69	1673.08	186.69	39.0	52.0	352.0	143.5	8.0	12.0	0.23	420.0	148.0	23.0	895.0	151.5	252.21	8.0	5.0	8.0	16.0	24.0	7.0	46.0	71.0	85.0
RXN-12559	223.0	76.0	89.0	42.0	29.0	458.0	201.0	92.0	28.0	83.69	1673.08	186.69	39.0	52.0	352.0	143.5	8.0	12.0	0.23	420.0	148.0	23.0	895.0	151.5	252.21	8.0	5.0	8.0	16.0	24.0	7.0	46.0	71.0	85.0
RXN-12560	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	110.0	124.42	468.14	160.0	50.76	35.29	215.34	0.0	63.0	37.0	51.0	128.66	6.0	279.64	1134.34	783.25	0.0	0.0	0.0	6.0	0.0	0.0	22.0	5.0	3.0
RXN-12561	1089.58	1688.25	1983.0	1832.33	1351.08	1900.67	1492.08	1685.75	6984.38	4226.59	11867.83	4762.389999999999	2156.0	1550.8	3817.81	2029.65	186.75	2673.04	1100.48	2832.0	1960.31	334.0	12097.93	10063.05	14495.0	413.0	198.0	453.0	459.0	759.0	341.0	1174.5	1503.2	1458.8
RXN-12565	159.0	394.0	114.0	171.0	87.0	106.0	642.0	906.0	1953.35	583.95	3453.81	1582.93	224.0	153.88	718.76	282.67	141.0	660.4	105.5	838.5	582.5	69.0	2105.43	1743.67	1828.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12570	379.75	329.25	264.0	270.75	156.75	108.75	466.5	556.25	4130.03	1262.03	3709.78	2017.31	438.0	236.76	813.19	413.93	89.0	1498.97	242.33	879.0	735.49	56.75	2553.14	3029.9300000000003	2726.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12575	225.0	350.25	202.0	175.5	133.0	522.0	189.0	598.0	202.5	619.0	1625.0	243.38	231.0	593.5	1025.0	418.0	85.0	169.0	324.0	468.0	165.5	53.0	3791.38	1300.25	3348.5	237.0	91.0	68.0	119.0	60.0	145.0	145.25	350.0	66.0
RXN-12579	108.75	164.5	144.0	77.5	72.0	227.0	158.0	171.5	4724.31	820.4	1491.72	524.74	788.0	87.53999999999999	355.43	182.29	32.0	1644.76	181.82	336.34	250.5	16.5	1111.11	382.01	1196.58	176.0	42.0	107.0	203.0	500.0	169.0	627.0	891.2	545.8
RXN-12581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12587	10215.45	9983.26	12746.73	10314.35	11221.77	11672.41	9751.0	6416.74	6401.51	6265.73	6276.4400000000005	4658.15	3896.65	2629.77	3935.6	4785.22	833.93	2272.6000000000004	1692.34	1881.3	1678.0500000000002	1857.5	14311.240000000002	12793.93	19322.82	2851.91	1124.23	1869.79	1680.19	2088.76	1238.37	3795.44	4431.38	5914.71
RXN-12588	10215.45	9983.26	12746.73	10314.35	11221.77	11672.41	9751.0	6416.74	6401.51	6265.73	6276.4400000000005	4658.15	3896.65	2629.77	3935.6	4785.22	833.93	2272.6000000000004	1692.34	1881.3	1678.0500000000002	1857.5	14311.240000000002	12793.93	19322.82	2851.91	1124.23	1869.79	1680.19	2088.76	1238.37	3795.44	4431.38	5914.71
RXN-12609	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	82.0	227.0	96.0	59.38	0.0	274.0	318.0	105.0	0.0	75.0	145.0	59.0	24.0	0.0	1396.88	490.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12610	7041.5	10051.09	11167.73	8052.070000000001	8456.14	8840.22	6321.01	7291.9	3144.51	3830.09	3396.96	2511.86	3557.61	1212.34	1888.72	2670.35	967.39	1073.53	901.05	974.54	815.71	1661.75	6790.09	6850.1	8261.71	1845.63	921.61	2734.67	1548.11	2807.79	1161.87	3632.06	4081.67	7009.97
RXN-12611	7041.5	10051.09	11167.73	8052.070000000001	8456.14	8840.22	6321.01	7291.9	3144.51	3830.09	3396.96	2511.86	3557.61	1212.34	1888.72	2670.35	967.39	1073.53	901.05	974.54	815.71	1661.75	6790.09	6850.1	8261.71	1845.63	921.61	2734.67	1548.11	2807.79	1161.87	3632.06	4081.67	7009.97
RXN-12613	51.0	167.25	82.83	162.0	124.75	123.0	43.75	12.58	1223.76	1250.45	318.16	374.29	573.5	435.67	638.17	435.76	1.58	437.57	388.23	162.82999999999998	104.34	27.5	2546.41	1858.17	2450.87	367.17	194.34	145.0	234.84000000000003	211.66	252.67	387.34	716.0	486.17
RXN-12618	235.5	376.75	179.0	244.5	203.75	655.0	474.75	972.75	1160.45	925.28	6756.58	2084.78	579.5999999999999	756.78	1768.06	848.3299999999999	108.75	429.4	257.5	1536.9	1023.02	57.0	5303.13	4396.25	7549.87	266.6	101.6	24.0	109.6	103.8	91.2	767.2	368.6	306.2
RXN-12623	1248.79	2876.25	3013.5	2100.08	2223.08	723.61	911.21	797.96	27.76	85.75999999999999	253.85	214.45	0.0	67.97	16.22	6.0	111.86	2.0	6.53	64.57	96.17	461.75	194.64	12.25	301.62	1.43	0.0	0.0	5.0	0.0	10.0	0.0	0.0	9.0
RXN-12624	1248.79	2876.25	3013.5	2100.08	2223.08	723.61	911.21	797.96	27.76	85.75999999999999	253.85	214.45	0.0	67.97	16.22	6.0	111.86	2.0	6.53	64.57	96.17	461.75	194.64	12.25	301.62	1.43	0.0	0.0	5.0	0.0	10.0	0.0	0.0	9.0
RXN-12625	14334.8	34250.0	32005.63	20660.27	21328.0	16899.72	14759.05	21311.550000000003	2150.99	2870.52	3853.29	2805.3	2846.18	1019.6	1330.8200000000002	2334.17	2862.63	662.36	619.49	1280.9	868.04	5566.0	5387.32	5969.15	6164.63	1568.2800000000002	1044.02	3092.08	1354.27	2219.38	983.87	3120.57	2811.68	9860.12
RXN-12626	14334.8	34250.0	32005.63	20660.27	21328.0	16899.72	14759.05	21311.550000000003	2150.99	2870.52	3853.29	2805.3	2846.18	1019.6	1330.8200000000002	2334.17	2862.63	662.36	619.49	1280.9	868.04	5566.0	5387.32	5969.15	6164.63	1568.2800000000002	1044.02	3092.08	1354.27	2219.38	983.87	3120.57	2811.68	9860.12
RXN-12627	0.0	117.0	192.0	136.0	91.0	219.67	42.33	61.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	0.0	12.0	18.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0
RXN-12634	4334.55	3855.09	3284.09	2235.9	2634.05	5697.34	6344.08	4704.24	5759.389999999999	9741.98	5191.469999999999	5348.93	7199.16	4364.7	6530.32	7727.470000000001	741.1099999999999	1545.41	2914.38	2190.97	1577.4699999999998	508.5	24712.58	19377.13	30307.26	3472.31	2239.34	2283.12	3282.94	3874.26	2440.41	7045.74	9640.72	7465.81
RXN-12642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	501.5	480.0	1427.83	170.0	0.0	65.5	383.0	70.25	0.0	241.17	98.33	304.0	137.0	0.0	930.83	257.0	671.8299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.5	397.5	10.5	17.0	0.0	9.5	49.0	5.0	0.0	41.5	89.0	0.0	12.5	0.0	134.5	65.5	223.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	24.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	6.0	38.0	0.0	17.0	0.0	254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	5.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12705	379.75	329.25	264.0	270.75	156.75	108.75	466.5	556.25	4130.03	1262.03	3709.78	2017.31	438.0	236.76	813.19	413.93	89.0	1498.97	242.33	879.0	735.49	56.75	2553.14	3029.9300000000003	2726.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12710	159.0	394.0	114.0	171.0	87.0	106.0	642.0	906.0	1953.35	583.95	3453.81	1582.93	224.0	153.88	718.76	282.67	141.0	660.4	105.5	838.5	582.5	69.0	2105.43	1743.67	1828.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.5	397.5	10.5	17.0	0.0	9.5	49.0	5.0	0.0	41.5	89.0	0.0	12.5	0.0	134.5	65.5	223.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	28.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12720	4321.9800000000005	10558.0	10529.8	6702.88	7879.719999999999	5473.16	4532.82	6003.72	3234.61	2935.87	4604.86	2778.52	1014.2	955.32	1599.41	1753.2400000000002	837.0600000000001	1101.94	695.88	1197.44	946.06	1706.5	5710.16	5403.64	6741.12	299.06	229.2	141.0	288.2	225.6	215.4	1602.0000000000002	838.2	1896.4
RXN-12722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	14.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	140.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	14.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	140.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12726	6958.28	8904.25	9332.63	6762.08	7284.25	8458.77	7068.72	6403.1900000000005	4236.540000000001	3666.69	7532.43	3460.28	4092.75	1326.12	2722.38	3034.38	872.9100000000001	1503.4300000000003	900.1799999999998	1986.64	1355.2	1606.5	9136.2	8127.68	9399.82	1979.1	820.59	1662.65	1517.74	2556.01	1183.87	4143.64	4780.049999999999	4941.02
RXN-12729	7584.16	13683.17	13841.73	9109.78	10543.05	9364.8	7920.18	8403.15	3196.32	3663.34	4599.639999999999	2538.05	3148.17	1425.2399999999998	2308.29	3525.0	1128.19	1000.37	938.97	1343.87	943.21	2256.0	8540.25	7530.43	10629.15	1264.2	901.59	2063.15	1426.5800000000002	1926.67	988.37	3581.83	3762.21	5991.35
RXN-12730	948.5	339.67	464.06	573.4	813.0	1226.0	924.0	540.66	2553.8	2716.96	2529.65	1917.1400000000003	1546.0	829.1600000000001	1644.9499999999998	1532.9	88.46	994.37	695.9399999999999	874.73	717.3800000000001	34.0	5836.219999999999	5222.300000000001	5634.42	987.51	555.26	401.48	694.4100000000001	671.3399999999999	564.04	1770.81	1940.28	1522.12
RXN-12734	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	11.0	8.67	0.0	13.0	0.0	0.0	2.33	6.0	30.0	364.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12735	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6	18.0	0.0	21.0	138.0	0.0	0.0	8.67	0.0	16.4	0.0	0.0	2.33	6.0	45.0	364.67	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12736	158.18	269.5	116.1	104.43	99.83	255.97	303.53	462.1	99.68	107.08	35.0	86.08	154.0	28.33	18.0	154.04	66.0	33.730000000000004	6.92	0.67	21.33	50.5	155.4	577.85	350.33	0.0	0.0	0.0	3.0	0.0	6.0	38.0	40.2	45.8
RXN-12741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.5	397.5	10.5	17.0	0.0	9.5	49.0	5.0	0.0	41.5	89.0	0.0	12.5	0.0	134.5	65.5	223.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12750	379.75	329.25	264.0	270.75	156.75	108.75	466.5	556.25	4130.03	1262.03	3709.78	2017.31	438.0	236.76	813.19	413.93	89.0	1498.97	242.33	879.0	735.49	56.75	2553.14	3029.9300000000003	2726.79	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
RXN-12752	5542.09	7031.26	7183.0	5007.54	5874.11	6427.549999999999	5455.6900000000005	4416.71	1023.33	1128.6799999999998	2201.78	1192.0500000000002	1036.86	550.52	872.8800000000001	1510.44	585.28	296.01	308.58000000000004	578.47	410.7	1278.25	2623.85	2619.25	4434.48	679.1	357.6	1130.5	469.77	788.13	351.7	1622.12	1173.43	3589.53
RXN-12768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.17	59.67	60.14	172.32999999999998	0.0	23.0	39.43	61.25	0.0	39.0	16.0	37.0	55.5	0.0	217.0	206.5	475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	8.0	0.0	5.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
