"Genus","Total.Mean","Total.N","Total.Sd","gut.Mean","gut.N","gut.Sd","gut.se","gut.lower","gut.upper","gut.CI95per","left palm.Mean","left palm.N","left palm.Sd","left palm.se","left palm.lower","left palm.upper","left palm.CI95per","right palm.Mean","right palm.N","right palm.Sd","right palm.se","right palm.lower","right palm.upper","right palm.CI95per","tongue.Mean","tongue.N","tongue.Sd","tongue.se","tongue.lower","tongue.upper","tongue.CI95per"
"Unclassified Sphingomonadaceae",0.000295877744053265,34,0.00100959012121913,0,8,0,0,0,0,0,0.000975255453277277,8,0.00184800362610776,0.000653367947839062,-0.000305322193140128,0.00225583309969468,0.00256115529283481,0.000250866630176975,9,0.000752599890530925,0.000250866630176975,-0.000240822929892825,0.000742556190246775,0.0009833791201396,0,9,0,0,0,0,0
"Unclassified Streptophyta",0.017285867101376,34,0.0316036458466154,0,8,0,0,0,0,0,0.0202213187182507,8,0.0194728597044059,0.00688469557303983,0.00672756335057033,0.0337150740859311,0.0269875107353608,0.0338532771544933,9,0.0401911193701264,0.0133970397900421,0.0075955616665607,0.0601109926424259,0.0525154309758652,0.0134743819233709,9,0.0392471761305467,0.0130823920435156,-0.012166635313553,0.0391153991602948,0.0512820344738477
"Unclassified TM7-3",8.46016531163019e-06,34,4.93308169545545e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,3.19606245106029e-05,9,9.58818735318088e-05,3.19606245106029e-05,-3.06810484535869e-05,9.46022974747928e-05,0.00012528334592838
"Unclassified Unassigned",9.05534627644161e-06,34,5.28012885290975e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified Veillonellaceae",0.000502443383803122,34,0.00153368006303038,0.000211775698007646,8,0.000392795763884673,0.000138874274132101,-6.04128776704142e-05,0.000483964273685707,0.000544377151356121,0.000978234287111763,8,0.00276686439202366,0.000978234287111763,-0.000939069684069507,0.00289553825829303,0.00383460794236254,9.05182167911292e-05,9,0.000271554650373388,9.05182167911292e-05,-8.68942280642728e-05,0.000267930661646531,0.000354824889710804,0.000749814579692299,9,0.00149156979213698,0.000497189930712326,-0.000224659777979823,0.00172428893736442,0.00194894871534425
"Unclassified WD2101",1.76329524615602e-05,34,0.000102816897567451,0,8,0,0,0,0,0,0,8,0,0,0,0,0,6.66133759658939e-05,9,0.000199840127897682,6.66133759658939e-05,-6.39464418158842e-05,0.000197173193747672,0.000261119635563556,0,9,0,0,0,0,0
"Unclassified Xanthomonadaceae",0.00027349494594804,34,0.00150663691345895,0,8,0,0,0,0,0,0.00109821148415438,8,0.00310621115049001,0.00109821148415438,-0.00105424347219648,0.00325066644050524,0.00430490991270172,5.70151432220398e-05,9,0.000171045429666119,5.70151432220398e-05,-5.47324840665511e-05,0.000168762770510631,0.000223495254577182,0,9,0,0,0,0,0
"Unclassified [Acidaminobacteraceae]",4.31573950196366e-05,34,0.000251648694266337,0,8,0,0,0,0,0,0.000183418928833456,8,0.000518787073504437,0.000183418928833456,-0.000176075565763033,0.000542913423429944,0.000718988989192976,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified [Barnesiellaceae]",0.000125648628490171,34,0.000435575622061607,0.000534006671083226,8,0.000803246510121121,0.000283990527135537,-2.26045340529709e-05,0.00109061787621942,0.00111322241027239,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified [Chthoniobacteraceae]",9.05534627644161e-06,34,5.28012885290975e-05,0,8,0,0,0,0,0,0,8,0,0,0,0,0,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified [Mogibacteriaceae]",0.000733469454695026,34,0.0017302900757504,0.000215863683645763,8,0.000313120119333682,0.000110704679853394,-1.11350178692537e-06,0.000432840869078452,0.000433954370865377,0.00151857121196044,8,0.00300942603436768,0.00106399277819036,-0.000566816313103388,0.00360395873702426,0.00417077505012765,0.000260504627911047,9,0.000673796213050136,0.000224598737683379,-0.000179700808921534,0.000700710064743628,0.000880410873665162,0.000968660071509097,9,0.00163930209477797,0.000546434031592656,-0.00010233095033953,0.00203965109335772,0.00214198204369725
"Unclassified [Paraprevotellaceae]",0.000316451129345683,34,0.000960839700387675,0,8,0,0,0,0,0,0.000737713962851806,8,0.00163936002642604,0.000579601295746007,-0.000398283702203115,0.00187371162790673,0.00227199533010984,0.000491795362671735,9,0.00102112793974197,0.000340375979913989,-0.000175329299162212,0.00115892002450568,0.00133424932366789,4.79409367659044e-05,9,0.000143822810297713,4.79409367659044e-05,-4.60215726803803e-05,0.000141903446212189,0.00018792501889257
"Unclassified [Pedosphaerales]",5.05095600972765e-05,34,0.000245849189113723,0,8,0,0,0,0,0,0.000176180408738548,8,0.000498313446924981,0.000176180408738548,-0.000169126847170552,0.000521487664647649,0.000690614511818201,3.42090859332239e-05,9,0.000102627257799672,3.42090859332239e-05,-3.28394904399307e-05,0.000101257662306378,0.000134097152746309,0,9,0,0,0,0,0
"Unclassified [Tissierellaceae]",1.84573358681408e-05,34,0.000107623837554132,0,8,0,0,0,0,0,7.84436774395984e-05,8,0.000221872225035001,7.84436774395983e-05,-7.53031051568915e-05,0.000232190460036088,0.00030749356519298,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"Unclassified [Weeksellaceae]",0.00108142140585398,34,0.00166556505709926,0,8,0,0,0,0,0,0.00254051593079615,8,0.00215599630676692,0.00076225980436402,0.00104651416738012,0.00403451769421217,0.00298800352683205,0.00112877278832344,9,0.0017593747296797,0.000586458243226566,-2.0664246837261e-05,0.00227820982348414,0.0022988740703214,0.000698360584195018,9,0.000902486924109602,0.000300828974703201,0.000108746628270634,0.0012879745401194,0.00117922791184877
"Unclassified mitochondria",0.00377531301829947,34,0.0076822665715583,0,8,0,0,0,0,0,0.00634883582728866,8,0.00910704050661877,0.00321982504938535,3.80946939734722e-05,0.0126595769606038,0.0126214822666304,0.00597456927708549,9,0.00895472699729904,0.00298490899909968,0.000124255141720621,0.0118248834124504,0.0117006282707297,0.00264431472334481,9,0.00793294417003443,0.00264431472334481,-0.00253844689820001,0.00782707634488963,0.0103655232430896
"Varibaculum",4.52767313822081e-05,34,0.000264006442645488,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.000171045429666119,9,0.000513136288998358,0.000171045429666119,-0.000164197452199653,0.000506288311531892,0.000670485763731545,0,9,0,0,0,0,0
"Variovorax",0.00027318841205547,34,0.00120248275808279,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00103204511220955,9,0.0022546692861897,0.000751556428729899,-0.000440978420450593,0.0025050686448697,0.00294604706532029,0,9,0,0,0,0,0
"Veillonella",0.0237956797292597,34,0.0327618053437214,0.000107335623159961,8,0.000303590987997168,0.000107335623159961,-0.000103038332491726,0.000317709578811647,0.000420747911303373,0.0159171326766476,8,0.0196717099153303,0.00695499973933234,0.00228558367507071,0.0295486816782244,0.0272630980031537,0.00767166421489029,9,0.00873844489946658,0.00291281496648886,0.00196265178694289,0.0133806766428377,0.0114180248558948,0.0679791540513728,9,0.030009539961411,0.010003179987137,0.0483732815457125,0.0875850265570332,0.0392117450113208
"Vibrio",0.000432076625125092,34,0.00216141650814804,0,8,0,0,0,0,0,0.000277074097530082,8,0.000783683893018656,0.000277074097530082,-0.000265981154677817,0.000820129349737982,0.0010861105044158,0.00138600138600139,9,0.00415800415800416,0.00138600138600139,-0.00133051141308393,0.0041025141850867,0.00543302559817063,0,9,0,0,0,0,0
"Vogesella",5.81145321199019e-05,34,0.00033886304118259,0,8,0,0,0,0,0,0.000246986761509583,8,0.000698584055706923,0.000246986761509583,-0.000237098395707383,0.00073107191872655,0.000968170314433933,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"WAL_1855D",0.00027220697705932,34,0.000654008343729564,9.6401028277635e-05,8,0.000272663283233887,9.6401028277635e-05,-9.25415152191568e-05,0.000285343571774427,0.000377885086993584,0.000557230835039284,8,0.00106504906566551,0.000376551708314241,-0.000180796951573659,0.00129525862165223,0.00147605557322589,0.000447331368164615,9,0.000690489621257243,0.000230163207085748,-3.78022828968403e-06,0.000898442964618914,0.000902223192908598,0,9,0,0,0,0,0
"Wautersiella",2.4147590070511e-05,34,0.000140803436077593,0,8,0,0,0,0,0,0,8,0,0,0,0,0,9.12242291552636e-05,9,0.000273672687465791,9.12242291552636e-05,-8.75719745064818e-05,0.000270020432817009,0.000357592407323491,0,9,0,0,0,0,0
"Weissella",9.6872823574118e-05,34,0.00027455727379467,0,8,0,0,0,0,0,0.000206325777611414,8,0.000395584348590458,0.000139860187709788,-6.77951531707818e-05,0.00048044670839361,0.000548241861564392,0.000182563308958744,9,0.000365842858305924,0.000121947619435308,-5.64496331348557e-05,0.000421576251052344,0.0004780258841872,0,9,0,0,0,0,0
"Williamsia",3.01844875881387e-05,34,0.000176004295096992,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0.00011403028644408,9,0.000342090859332239,0.00011403028644408,-0.000109464968133102,0.000337525541021261,0.000446990509154364,0,9,0,0,0,0,0
"Xanthomonas",0.00143784360716458,34,0.00589828230650623,0,8,0,0,0,0,0,0.00262786319422655,8,0.00743271953867253,0.00262786319422654,-0.00252265402275587,0.00777838041120896,0.0103010344339648,0.00309597523219814,9,0.00928792569659443,0.00309597523219814,-0.00297202471993825,0.00916397518433453,0.0121359999042728,0,9,0,0,0,0,0
"[Eubacterium]",0.000240146483343142,34,0.000820650246456281,0,8,0,0,0,0,0,0.000197910069664345,8,0.00055977420929904,0.000197910069664345,-0.000189986539055584,0.000585806678384273,0.000775793217439857,0.000731299986261342,9,0.00145194792764221,0.000483982642547404,-0.000217288562274091,0.00167988853479678,0.00189717709707087,0,9,0,0,0,0,0
"[Prevotella]",0.00947494611035396,34,0.0173067299979926,0,8,0,0,0,0,0,0.0110897104745378,8,0.00807852644962712,0.00285619041726311,0.00549168012371366,0.0166877408253619,0.0111960607016482,0.0124667544797344,9,0.0188776479819702,0.00629254932732342,0.000133584427238776,0.02479992453223,0.0246663401049913,0.0134699659597914,9,0.0264887629060088,0.00882958763533626,-0.00383570780380783,0.0307756397233907,0.0346113475271985
"[Ruminococcus]",0.000468684003821451,34,0.00149595572414888,0.00199190701624117,8,0.00266128882843163,0.000940907688640002,0.000147761833729935,0.0038360521987524,0.00368829036502246,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0
"ph2",0.000542519757158536,34,0.00184562479846826,0,8,0,0,0,0,0,0.00112184135542323,8,0.00271291989975279,0.000959162028965564,-0.00075808167668764,0.0030017643875341,0.00375984606422174,0.00105232676666716,9,0.0025214522462467,0.000840484082082233,-0.000594991763793227,0.00269964529712754,0.00329463706092077,0,9,0,0,0,0,0
